NODE_KEY,PARENT_KEY,LANGUAGE,TEXT
42F2E9AFC4EF1EE7A4AB154ADF112C01,42F2E9AFC4EF1EE7A4AB154ADEDBAC01,E,"7 inch 1280x800 HD display (216 ppi), Quad-core processor, 16 GB internal storage, 4325 mAh battery (Up to 8 hours of active use)"
42F2E9AFC4EF1EE7A4AB154ADF11AC01,42F2E9AFC4EF1EE7A4AB154ADEDBEC01,E,"7 inch 1280x800 HD display (216 ppi), Quad-core processor, 16 GB internal storage (actual formatted capacity will be less), 4325 mAh battery (Up to 8 hours of active use), white or black"
42F2E9AFC4EF1EE7A4AB154ADF126C01,42F2E9AFC4EF1EE7A4AB154ADEDC2C01,E,"Button Clasp, Quality Material, 100% Leather, compatible with many smartphone models"
42F2E9AFC4EF1EE7A4AB154ADF12AC01,42F2E9AFC4EF1EE7A4AB154ADEDC6C01,E,"Flexible Laptop with 2,5 GHz Quad Core, 15"" HD TN, 16 GB DDR SDRAM, 256 GB SSD, Windows 10 Pro"
42F2E9AFC4EF1EE7A4AB154ADF12EC01,42F2E9AFC4EF1EE7A4AB154ADEDCAC01,E,"6 inch 1280x800 HD display (216 ppi), Quad-core processor, 8 GB internal storage (actual formatted capacity will be less), 3050 mAh battery (Up to 8 hours of active use), grey or black"
42F2E9AFC4EF1EE7A4AB154ADF132C01,42F2E9AFC4EF1EE7A4AB154ADEDCEC01,E,"Flexible Laptop with 2,5 GHz Dual Core, 14"" HD+ TN, 8 GB DDR SDRAM, 324 GB SSD, Windows 10 Pro"
42F2E9AFC4EF1EE7A4AB154ADF136C01,42F2E9AFC4EF1EE7A4AB154ADEDD2C01,E,"Optimum Hi-Resolution Widescreen max. 1920 x 1080 @ 85Hz, Dot Pitch: 0.27mm, HDMI, D-Sub"
42F2E9AFC4EF1EE7A4AB154ADF13AC01,42F2E9AFC4EF1EE7A4AB154ADEDD6C01,E,"Optimum Hi-Resolution Widescreen max. 2048 x 1080 @ 85Hz, Dot Pitch: 0.27mm, HDMI, D-Sub"
42F2E9AFC4EF1EE7A4AB154ADF13EC01,42F2E9AFC4EF1EE7A4AB154ADEDDAC01,E,"7 inch 1280x800 HD display (216 ppi), Quad-core processor, 16 GB internal storage (actual formatted capacity will be less), 4325 mAh battery (Up to 8 hours of active use), white or black"
42F2E9AFC4EF1EE7A4AB154ADF142C01,42F2E9AFC4EF1EE7A4AB154ADEDDEC01,E,"10.5-inch Multitouch HD Screen (1280 x 800), 16GB Internal Memory, Wireless N Wi-Fi; Bluetooth, GPS Enabled, 1GHz Dual-Core Processor"
42F2E9AFC4EF1EE7A4AB154ADF146C01,42F2E9AFC4EF1EE7A4AB154ADEDE2C01,E,"8-inch Multitouch HD Screen (2000 x 1500) 32GB Internal Memory, Wireless N Wi-Fi, Bluetooth, GPS Enabled, 1.5 GHz Quad-Core Processor"
8CDCD4008ED01EE7BBF0C4CDE9B15B04,8CDCD4008ED01EE7BBF0C4CDE9B13B04,E,"10"" LCD Screen, storage battery holds up to 8 hours"
9418827B397D1ED7ABA3FFD6C923A391,9418827B397D1ED7ABA3FFD6C9238391,E,"10"" LCD Screen, storage battery holds up to 8 hours"
